,cycle,time_charge,time_discharge,Discharge voltage_measured,Discharge current_measured,Charging Voltage,Charging Current,Power Out,Power In,Temp Discharge,Temp Charge,Output Energy,Input Energy,cap_ratio,imp_ratio
13,14,10137.89,3395.219,3.56175863372601,-1.929300528480538,4.132787640999771,0.6900210401744465,6.891951048260927,2.8002430229170274,36.613439313606015,24.085114356508218,23442.234646056015,26787.770763021188,[0.98531592],[0.97463157]
14,15,10651.657,3386.0,3.5597307651083083,-1.923330987770312,4.137730987261432,0.6525620765838406,6.866777796490045,2.6507506369860825,36.16956728264242,23.652352837164134,23291.93435445053,26620.64331799866,[0.97957905],[0.97162758]
15,16,10032.485,3368.187,3.557593755354089,-1.9284469980320094,4.135482199390239,0.689402848776196,6.880511822437921,2.80171746202529,36.3682225603481,23.607037387755536,23216.797355914277,26500.815753590523,[0.97703547],[0.98262347]
16,17,10574.297,3368.266,3.5597237883937978,-1.9231439161693815,4.139326441744085,0.6521290223116656,6.8660734093456375,2.6512772692867337,36.659565800490874,23.951328520815807,23165.26391415569,26437.59396977816,[0.97420235],[0.97846649]
17,18,10461.735,3358.719,3.559061771422035,-1.9170149640438077,4.138977878664852,0.6568967324675345,6.842461082466421,2.6708290999867255,36.23166048971911,23.81690744941787,23018.011332346727,26407.34814228171,[0.96828265],[0.97356385]
18,19,9993.062000000005,3339.5,3.5570155277480575,-1.9220488050553823,4.137543886084042,0.684868757737796,6.855631992287513,2.7858053332201673,36.28135098280625,23.59887711785629,22931.428822021702,26192.01237636107,[0.96529397],[0.98291346]
19,20,10602.281,3331.265,3.5562481933590964,-1.916230282154987,4.142130778874386,0.6428013189320944,6.833068359634158,2.6162734029389343,36.06405611394282,23.329326073779242,22798.283475218806,26029.573155104725,[0.95993977],[0.97352363]
20,21,10667.969,3321.188,3.553275652609183,-1.9220800182578976,4.143752782064052,0.6353957512752229,6.849170314749957,2.5879440739524875,36.644876284058384,23.41012547229407,22783.197228011635,26064.815013437,[0.95994196],[1.00161371]
21,22,10504.781,3321.844,3.5562664316402546,-1.9162417890311956,4.1424073482006865,0.6449433922641568,6.834364002753967,2.6261476461437665,36.934138185143986,24.014358788604028,22735.802414726244,25920.658669172928,[0.95714522],[0.98752372]
22,23,10246.781,3311.828,3.5563095420140813,-1.915880982351775,4.140988175836149,0.6592412796626479,6.832819135172615,2.6838532058693896,36.997754599851305,24.280203497966284,22663.307997171305,25971.412419747303,[0.95413658],[0.98246745]
23,24,10758.985,3293.172,3.5510121537420294,-1.9151304155635365,4.145066685052292,0.6255590922646389,6.818122618876962,2.5486653015157654,36.30573476856502,23.42492484671526,22488.54336932766,25900.156791394136,[0.94840597],[0.99258192]
24,25,10317.515,3275.328,3.5513176082139504,-1.914848578439363,4.143938344385798,0.6488218351577284,6.81662512916832,2.644591922102332,36.260177994065096,23.309132351862534,22359.523569885503,25762.934415805597,[0.94305636],[0.98894454]
25,26,10063.547,3329.266,3.5623454342368555,-1.9275097257045357,4.131849671664156,0.6848433296419445,6.885599162448451,2.777499861490403,38.40865291359976,25.872057402765375,22969.57359995441,26388.96643954681,[0.96543797],[0.99881221]
26,27,10376.172,3301.579,3.55833665762162,-1.9267185977839407,4.1377621507247335,0.6556671395283488,6.873545611386059,2.6641614821012665,37.74842684755857,24.973904586229636,22736.420989575752,26133.85023110124,[0.95687024],[0.99913125]
27,28,9756.858999999997,3283.563,3.5540131386228664,-1.9261308349663742,4.136417646225782,0.6916168312082199,6.863369123676513,2.812997915589332,37.54203755039961,24.489866925548295,22576.254175264294,25888.016495611464,[0.95126857],[0.9980515]
28,29,10610.906,3275.125,3.552376095886299,-1.9202346781375208,4.143293464486573,0.6328237481397355,6.838935687560367,2.5765721056994466,37.10312583596065,24.097035605174025,22434.892471327756,25850.891268170213,[0.94577479],[0.99503461]
29,30,9978.078,3265.656,3.549618661283731,-1.9201011498853628,4.141204436224514,0.6683877825552401,6.834046061848448,2.722619234373042,37.31775723225099,24.04816962117285,22353.4245396664,25604.10900695733,[0.9429847],[0.98417931]
30,31,10246.984,3266.093,3.54938103086703,-1.914427810545647,4.143218012656775,0.6491951599580651,6.8143796958412155,2.645135294918125,37.58140073732971,24.346094755178616,22287.171434316606,25614.249491452483,[0.94011807],[0.99241807]
31,32,10437.047,3257.594,3.5472118680418943,-1.908340706503589,4.144865101412788,0.6352097009956674,6.788554199878257,2.5889063975190867,37.06155984098191,24.168606471381878,22144.51842403073,25513.21423934591,[0.93464939],[0.99712927]
32,33,10805.827999999994,3248.593,3.5467052098640224,-1.9022071826316913,4.147948571482699,0.6090395837543103,6.764979844277624,2.4842059467609054,36.79768765957357,24.035330554207988,22003.299770486996,25368.414736305283,[0.92895636],[0.98178756]
33,34,10805.375,3238.766,3.5446296538834283,-1.9020484449938706,4.14920140361741,0.6063799232898653,6.760397925690195,2.47474640595376,36.84566049208963,23.90353793978423,21922.378106271593,25224.860913307508,[0.9261014],[1.00270921]
34,35,10685.968,3240.14,3.543629161425323,-1.8964907679062368,4.149406779823057,0.6108325931216391,6.739766111294675,2.4935589077782923,37.042357386896214,23.951598148070403,21862.36532342465,25138.277818561848,[0.92365484],[1.00683164]
35,36,10588.64,3230.109,3.544494614799524,-1.895971437908022,4.149090663397309,0.6146512973678158,6.739072575760916,2.509234853985581,37.23031152837791,24.527971158339312,21792.654757738786,25062.10245589777,[0.92056692],[1.00180904]
36,37,10736.094,3229.7810000000027,3.540920184655687,-1.8899648799839277,4.150424193061781,0.6043008559339109,6.7121686960828075,2.46775498218161,36.93781019083051,24.329165716827685,21701.507425948075,24956.57110117272,[0.917464],[1.00457812]
37,38,9790.859,3212.469,3.5411956687990602,-1.8893703824420487,4.14608512907988,0.6613106946658845,6.709018129005615,2.7001609021614668,36.84545770202152,24.211183306976718,21574.17693542806,24956.983946760847,[0.91222479],[0.99945877]
38,39,10274.359,3213.219,3.540671044783381,-1.8776883243431406,4.149919397772859,0.6265507198651841,6.6655738703238665,2.5599065536437506,36.37991297804723,24.045245132241508,21434.932440440632,24862.192494365117,[0.90657856],[1.00612736]
39,40,10711.063,3203.578,3.5376048790268775,-1.8831065986697764,4.153218272900695,0.5961783460440804,6.680956433286482,2.4379136719643175,36.99344770355065,24.10074512847889,21422.467003591875,24672.383195925107,[0.90663004],[1.01047489]
40,41,10153.36,3186.297,3.533690170241393,-1.8705599868289549,4.15175327102382,0.6238567212454779,6.628659592040794,2.5513512932520825,36.77463959367768,24.213024862745897,21134.867918578235,24419.84175794954,[0.89541461],[1.00618231]
41,42,10662.468,3176.438,3.534367734544493,-1.8640049795794817,4.154719880616215,0.591628247145045,6.604813070397566,2.420828736984111,36.43734214948223,24.047640847051696,20989.597334324226,24353.357697365227,[0.88935066],[1.00318558]
42,43,10494.625,3167.593,3.5312941932103596,-1.8636932149873224,4.154952006139018,0.596869014732156,6.598758737978315,2.4435198675384444,36.543427753963336,24.027782971409554,20912.72853486432,24172.956372327433,[0.88675408],[1.00785488]
43,44,10467.75,3167.719,3.530913477168431,-1.8578203963019067,4.155379997866793,0.5972973992880868,6.577382847105208,2.4454080101430886,36.48279111468233,24.0907344145169,20844.603076763153,24175.857426992792,[0.88398054],[1.01247563]
44,45,9904.406,3159.077999999994,3.5287226893409898,-1.8572160981955343,4.153316766159907,0.6292572025313989,6.571619061158509,2.576186205969635,36.573015411644626,24.139538963123485,20769.674677764575,24115.944160497842,[0.88128315],[1.01270853]
45,46,10805.656,3148.829,3.526254935819688,-1.8568340008006827,4.157897041005438,0.5745464300808831,6.565765125460212,2.3537985203496166,36.6263373076586,24.085989176205704,20683.7006518219,24000.945007807983,[0.87823641],[1.01255932]
46,47,10777.328,3149.094,3.5286843243370085,-1.8448886500218822,4.15830157957455,0.5742692502982756,6.525664728344137,2.35308558406078,36.16997751081152,24.070374118522736,20553.72468864566,23814.674735438362,[0.87238927],[1.01275598]
47,48,10745.86,3140.547,3.525556939424902,-1.8444180038305835,4.159047289093139,0.5719762498110239,6.519063530444591,2.3446681251258146,36.27555254462212,24.053101829211357,20476.653329152072,23700.578501930577,[0.86981079],[1.01293765]
48,49,10806.781,3131.625,3.522680564679371,-1.8438790389835125,4.159718967989126,0.5667429941903234,6.512479799983171,2.3238638687987914,36.34769564584632,24.053716252352775,20398.15240353157,23729.06938604961,[0.86707725],[1.01998862]
49,50,10806.593999999997,3121.907,3.524673458789008,-1.8371125402940887,4.160264481810489,0.5656098440223728,6.489733338139987,2.3195344177847224,36.019586889409446,23.9872059995659,20261.11774668914,23693.93395391211,[0.86104323],[1.02114037]
50,51,10429.547,3122.125,3.5213155754526833,-1.8315957075983762,4.159689082589738,0.582089337695354,6.465007198105226,2.387848726860224,35.95458573518061,23.932949315002258,20185.54541826037,23496.73333684859,[0.85856344],[1.01998465]
51,52,10806.437000000005,3103.828,3.5191466382406653,-1.8297985059575375,4.161013971943199,0.5627679624873873,6.453508820746125,2.3088179677714966,35.716694645528094,23.94097659160433,20029.60855809799,23546.053921240546,[0.85257608],[1.09616213]
52,53,10805.265,3095.094,3.5162336486082393,-1.823674683560914,4.162908438319138,0.5562210579029768,6.425341966575952,2.2840977121813832,35.39676452587347,23.489758956772523,19884.62060028338,23275.858301048513,[0.84725499],[1.10795742]
53,54,10208.062,3095.781,3.514773138461639,-1.8176720770210881,4.161556080063688,0.5854608883421443,6.402120101978244,2.404462845623431,35.49052201718681,23.568279998232125,19813.045438006437,23182.23157064804,[0.84447428],[1.10398953]
54,55,10807.219,3094.328,3.5132992979150077,-1.8179238657973993,4.163963297107275,0.5499619432864379,6.402425420905933,2.259738127084232,36.08685188776451,24.00583482848974,19808.24473433175,23094.48648354843,[0.84432031],[1.10337666]
55,56,10805.906,3086.531,3.5144848307046663,-1.8171606739096458,4.163591474928626,0.5500855345895291,6.401853094006834,2.2594831756700953,36.193798172505204,24.439689283724363,19753.451597534207,23079.953284835345,[0.84172576],[1.12263256]
56,57,10655.937000000005,3085.625,3.5109677353595266,-1.8110297241968536,4.163403859042727,0.5559954002248111,6.373858900517974,2.283916427978333,36.0008485649599,24.30095895665977,19659.76778979364,22909.85867745476,[0.83857732],[1.13365804]
57,58,10117.172,3067.203,3.510935874957802,-1.8094435644526075,4.161977850610308,0.5846599146768483,6.365999685728775,2.40161050730537,35.71780487409631,24.165147481147432,19517.24540671832,22924.3516175115,[0.83281806],[1.1259835]
58,59,10805.86,3058.157,3.509393098217417,-1.8026537331443488,4.165623166892727,0.5423706529012275,6.336976980484182,2.2299177584734378,35.34605264497941,23.751025944468676,19372.004681230763,22732.720751460798,[0.82722943],[1.13358019]
59,60,10806.328,3058.812,3.5066782411556576,-1.8031542757366419,4.166393374523766,0.5391223880182335,6.336251018553238,2.217737838350794,35.78308875835054,23.851074062836904,19371.96687816106,22683.413350292365,[0.82756023],[1.14764548]
60,61,10744.828,3058.578,3.5109885623008097,-1.7965666438696486,4.165957512196704,0.5425796127463867,6.319088969456488,2.2311511198490046,35.844186603674814,24.303256286692605,19316.32071565027,22689.456583328578,[0.82437785],[1.14242593]
61,62,10804.797000000006,3049.328,3.5103054626951775,-1.795977139431196,4.166355420900784,0.5374246335843936,6.315516694692232,2.2102111815201955,35.886775043438796,24.38377916779166,19246.2068647078,22554.201132863513,[0.82158345],[1.14529598]
62,63,10544.452999999994,3074.266,3.5134397623234945,-1.816317296828027,4.161450485098769,0.565914593080828,6.399878357887167,2.322699638436545,36.64361747658134,24.84858463517644,19674.45182107179,23065.16905344877,[0.83815362],[1.13042366]
63,64,10701.125,3066.0,3.5151375220090766,-1.8033689952639713,4.163428705620307,0.5517468859825274,6.352954362646653,2.2661047719332825,36.04476682490729,24.608968335257092,19471.249856232134,22855.866777013776,[0.82964483],[1.13994048]
64,65,10805.813,3056.437,3.508303906431322,-1.802670753119493,4.1651034757333845,0.540368748097364,6.339734174286358,2.221062452223576,36.02354835588772,24.364716477820867,19369.196901560845,22700.92652758901,[0.8267089],[1.13729313]
65,66,10693.438,3048.219,3.5091908084430012,-1.7958941337499827,4.165357592386168,0.544590837336596,6.314908645370293,2.2389196015440125,35.75966439631293,24.234203699446283,19239.967454683258,22527.145371730938,[0.82129721],[1.14616707]
66,67,10708.406,3039.218,3.506809757955535,-1.7953449635277965,4.166173127483921,0.5398317988996312,6.309220835475289,2.2203679121830007,35.89734029153578,24.267403615987494,19163.98776608352,22406.887870378323,[0.81855783],[1.1425389]
67,68,10805.297000000006,3039.047,3.5060909072742232,-1.7893518988259451,4.166879439346118,0.5333558181112967,6.286045442154551,2.1941589831263397,35.782125209137185,24.322116241218964,19090.429297665276,22273.27978747165,[0.81567011],[1.14503777]
68,69,10363.61,3030.375,3.503715772726593,-1.7883879159763671,4.165825699352592,0.5543234174406863,6.278955686598693,2.2803219941913917,35.85374170531917,24.335308744988307,19015.44349236289,22313.592684117535,[0.81295302],[1.15228637]
69,70,10805.094,3021.0,3.506747996136711,-1.781544777074099,4.167681431025443,0.5293894058764594,6.256836849941626,2.178784382361831,35.60326513559932,24.3053401608034,18885.56671343322,22263.919273382395,[0.80715941],[1.15895668]
70,71,10805.5,3021.75,3.5058813026542306,-1.7753115642966952,4.168396588809716,0.5259649128373235,6.232720369266866,2.1652788099527838,35.54233715779509,24.33403129705751,18816.739451550206,22101.66926548938,[0.80446533],[1.14706026]
71,72,10806.844,3012.265,3.5041683335308083,-1.774237766231837,4.168735204362692,0.523903746858607,6.226059793147265,2.1570541395961222,35.57239728488599,24.344353695159608,18738.24998079469,21981.791384692402,[0.8015121],[1.14950421]
72,73,10367.906000000003,3002.641,3.503056893147064,-1.7738602897716358,4.167738533245549,0.5448665166311559,6.222339647217566,2.2432338983735733,35.56708649211086,24.331310973195254,18665.682980915095,21953.06950417618,[0.79869455],[1.15779891]
73,74,10806.719,3012.0,3.4982324882487914,-1.7809702419814528,4.169622465731046,0.5200245527389036,6.2423056400711365,2.142066637438685,35.86840509877508,24.25454780165933,18785.84706102535,21747.911905550634,[0.8044844],[1.15936498]
74,75,10569.812,3002.172000000006,3.501457140697963,-1.7802294156609846,4.167129405292487,0.5404870941917317,6.246251320647522,2.2239646276028577,36.27308483128789,24.950232918725447,18741.127950667476,22209.154825005226,[0.80172158],[1.16386411]
75,76,9917.203,2992.703,3.5016583871628075,-1.7731015168894204,4.1659186364411465,0.5700675452978636,6.218722576595319,2.3460892008748306,35.95525272037595,24.791481172420216,18593.50495912482,21956.311156206582,[0.79574101],[1.1997248]
76,77,10317.406,2964.468,3.496618640845532,-1.7705879947441514,4.167385475237733,0.5366016791657896,6.200268579612117,2.2117674757279895,35.77508552476217,24.54375927613731,18364.97333361199,21674.554901994903,[0.78715797],[1.16890013]
77,78,10806.109,2983.375,3.499164571943326,-1.7600629827474803,4.17035110980682,0.5156965790545796,6.165227138885539,2.1252261440404174,35.52529669319312,24.429736532584325,18374.07094372108,21609.122573591012,[0.7872906],[1.18077755]
78,79,10041.921,2975.297,3.4960807773600746,-1.7655751329985292,4.168525720921365,0.5519868280845801,6.18238251141538,2.2741862752831357,36.032551271867554,24.7489008257142,18378.545462712944,21595.21026273706,[0.78776571],[1.17132382]
79,80,10719.281,2974.9850000000006,3.4959014526387993,-1.758827188754528,4.170374029841993,0.5161189019622678,6.157512352713791,2.127136928455531,36.00811609515844,24.943589601397864,18300.13210333598,21565.872119330103,[0.78452722],[1.16735818]
80,81,10804.719,2966.25,3.49758697990267,-1.7516428147438285,4.171060912120702,0.510869839129373,6.131163513873284,2.1059112543132925,35.50374087114982,24.712843635387184,18165.221003131595,21528.52397918208,[0.77891212],[1.17400293]
81,82,10805.687,2956.359,3.4956989619989476,-1.7513097768253407,4.172102471144396,0.506797618954068,6.125928093504023,2.0902113900942156,35.45293885704,24.44419580711653,18087.792773319215,21280.14486889156,[0.77608298],[1.16927542]
82,83,10011.406,2956.344,3.492875380810072,-1.7511840784846127,4.169895005190011,0.5457592973240512,6.123081947679335,2.250137086025095,35.77409704322051,24.692361849309346,18079.43193223639,21139.947664577212,[0.77605615],[1.17834403]
83,84,10806.625,2956.406,3.4955107642336793,-1.7446206812145286,4.172224402561902,0.50450872066496,6.103295046776021,2.080947664582964,35.8127816208839,24.989100442247928,18021.420949808482,21283.608872287834,[0.77316988],[1.18113509]
84,85,10805.563,2947.266,3.4942333590450834,-1.74363624286498,4.172390702305609,0.5033829401421354,6.0966641106841095,2.076368857776202,35.69598502388313,24.89475337722843,17948.15378735136,21103.38022781398,[0.77038457],[1.17648628]
85,86,10807.219,2937.984,3.491197414255987,-1.7425325036061026,4.172925400898045,0.5011750295574364,6.087155004684656,2.0676682703200107,35.54647864514463,24.6691443359929,17861.773354284585,21153.891022968695,[0.76741152],[1.18281193]
86,87,10805.547,2929.125,3.488909408157625,-1.7419837011363073,4.173506980483204,0.4996699404165858,6.0804141833265595,2.0623355005439143,35.42493959077661,24.405205284657,17785.497573566812,21104.20618057628,[0.76469375],[1.19333847]
87,88,10510.453,2928.454,3.487376295811432,-1.742168098086184,4.173120289801619,0.5119592557446068,6.080280526545614,2.113061293196322,35.746532101031995,24.635384535695422,17785.294956873957,20842.240665906575,[0.76478555],[1.18541075]
88,89,10202.781,2929.375,3.491994243745711,-1.7358413784206193,4.171960284239061,0.5275401796076262,6.0645404823659845,2.1766331708885422,35.84809449162516,25.0728927394418,17741.505555027547,20976.434867327836,[0.7620891],[1.18873117]
89,90,10700.062999999995,2937.625,3.4938988589692452,-1.7427628393326566,4.171468491878132,0.5117506163543513,6.094085893182086,2.109975300239041,35.61068740299263,24.970152785337792,17879.72011945152,21361.54338782667,[0.76737129],[1.20170328]
90,91,10628.938,2929.078,3.4915916296838407,-1.735263740760035,4.172802234100532,0.5081028567646704,6.061129406520748,2.096318632001595,35.22135593551291,24.56218693136897,17728.764354900053,20962.340836593456,[0.7617552],[1.21606903]
91,92,10807.109,2918.375,3.4885729299834765,-1.7344350518111917,4.174124314497422,0.4958471921502013,6.052517811055071,2.0471366869335923,35.201216801946174,24.418356197700746,17639.6126602674,20863.655185966076,[0.75862699],[1.21443105]
92,93,10722.515,2919.812,3.486902115108984,-1.7280392046289719,4.174346392804094,0.4976780837881707,6.026894781999302,2.0550434396660204,35.10566495782957,24.398095351439242,17573.382883682618,20745.253829101952,[0.75618905],[1.21436525]
93,94,10772.969,2900.422,3.4855485210036448,-1.7326888725308252,4.174890166383596,0.4930261850703257,6.040304606526332,2.0363092121814073,35.21557642312765,24.342120696260775,17497.841065259316,20424.010418183792,[0.75325674],[1.21584874]
94,95,10745.718999999997,2901.375,3.483891254726041,-1.726073524992012,4.175001862095847,0.4924938743507688,6.013608956762097,2.034643447185487,35.073437781287005,24.328246847100747,17422.748458840575,20414.243989163566,[0.75051936],[1.21564494]
95,96,10807.094,2901.187,3.483198941484066,-1.719539374271409,4.17551547968117,0.48815213124488505,5.987746452294147,2.017066843018392,34.82807014380894,24.20675362495332,17341.43495788899,20674.469800638846,[0.74738346],[1.22207306]
96,97,10113.641,2891.64,3.4836274447098923,-1.718582984446293,4.1742923875955205,0.5207295046813248,5.984059146496118,2.1513315871919505,34.78938801138955,24.11829334434616,17274.82606026013,20515.595956427307,[0.74456798],[1.21984018]
97,98,10585.812,2882.906,3.4801724425386023,-1.7176724151556966,4.1756435935787195,0.4932491297535156,5.975506761997561,2.0390900133389858,34.85803982259114,24.119810081628582,17200.46004419277,20435.666440702273,[0.74201057],[1.22387035]
98,99,10806.562,2883.265,3.478452148610975,-1.7177080769362947,4.1765773222421645,0.4837276930402747,5.973185762610535,1.9997460603077426,34.921491018283014,24.165684401610367,17193.53848398963,20436.34672675141,[0.74200827],[1.2183222]
99,100,10805.281000000003,2882.969,3.4785782556105516,-1.7109669363015367,4.176790229876768,0.48244872756618856,5.948155061889453,1.9948755484647833,34.72822557568191,24.06753811464198,17116.351091070825,20401.640112494257,[0.73888268],[1.24923667]
100,101,10805.625,2883.016,3.4787941772971496,-1.7110225102066312,4.176599682083895,0.4829749186871237,5.9505150464553465,1.9964759092994164,35.051010040451594,24.41456664534722,17122.94778725383,20450.425254914986,[0.73890828],[1.10608608]
101,102,10806.672,2873.453,3.4812826020756713,-1.7034214140069566,4.177020484618756,0.48108304698661497,5.923790335932716,1.989171335511879,34.64356372150849,24.106867812528424,16990.96502453352,20283.124402395482,[0.73324471],[1.10965923]
102,103,10502.453,2874.031,3.480352041587076,-1.703574708739156,4.17694947274877,0.49105758997788373,5.924477242040764,2.030905842035822,35.07855412687021,24.397870389351993,16996.719260240254,20111.609807813165,[0.73341778],[1.11497223]
103,104,10689.219,2874.234,3.478112781556515,-1.7034912994217153,4.177167687873671,0.4824992021317707,5.922246881138538,1.9953703254613908,35.217016338393,24.710489844583194,16991.15788879017,20143.33850508662,[0.73345146],[1.11063624]
104,105,10436.453999999998,2864.984,3.4765867130506143,-1.702338327019076,4.176615170009564,0.49487184227429637,5.91415580319761,2.04627319729834,34.99980157306109,24.495753235348605,16911.266194601456,20157.687488954507,[0.73053384],[1.1114144]
105,106,10193.25,2855.093,3.473376929184164,-1.7014238498912513,4.176632324656057,0.5046731629853444,5.9041957837020265,2.0872862582837577,34.76888727009353,24.18965229953173,16828.82004266925,20078.030712668802,[0.72775868],[1.1157259]
106,107,10733.703,2855.625,3.4726366397371105,-1.695043604697195,4.178482558143892,0.47658965552649163,5.8785389376212365,1.9724019262571146,34.563569103584115,23.917539669262485,16753.96142477033,20054.040498861938,[0.72494452],[1.11912902]
107,108,10647.812,2855.594,3.473439372740963,-1.6950577316102635,4.1786061075876635,0.47839507319894126,5.881211510835945,1.9802099122615155,34.89052987088261,24.17610938943264,16759.649177582574,19920.343893566765,[0.72490291],[1.11841078]
108,109,10621.235,2847.437,3.4754777099091454,-1.6937809113323188,4.178293208291324,0.4801395240522603,5.878519205473768,1.9868626280411301,34.79944207963661,24.34628479926621,16703.388887002162,19830.914036915186,[0.72224575],[1.11962105]
109,110,9969.577999999994,2847.36,3.472288482166679,-1.6869434054016965,4.177081016338421,0.509144903527056,5.848172945332033,2.1069724239324,34.467838440789144,24.09739435372515,16617.428603437053,19883.52286823642,[0.71934257],[1.12492029]
110,111,10501.094,2837.328,3.4713736650988625,-1.686064911294459,4.1790092292724195,0.4825845214419326,5.8412087636436345,1.997996743505755,34.24864437588783,23.77337398214424,16538.624551399625,19840.968058640938,[0.71637914],[1.12579529]
111,112,10570.735,2837.281,3.4726160162875086,-1.6795829780331417,4.179651289471179,0.47672479393770717,5.818183732173303,1.9745277204849652,34.0980191043755,23.624529710664245,16475.857520918,19762.84228855495,[0.71367115],[1.14087003]
112,113,10804.765,2838.515,3.4738146874457922,-1.6797938402923551,4.180323596506417,0.46403039244930666,5.822577632687771,1.9224534213980102,34.49463448914294,23.972665813144662,16488.947855081293,19696.134409985174,[0.7138321],[1.13611912]
113,114,10037.5,2828.328,3.470142648663971,-1.6851739865098712,4.178397414005584,0.5004880344037267,5.837171425355932,2.072307659605259,34.56587939385623,24.034616116575307,16475.111568515407,19576.481364319745,[0.71373822],[1.13255086]
114,115,10555.125,2838.265,3.4675236522254407,-1.6863812036302577,4.1797041189435244,0.4750784743096676,5.837369867877393,1.9677446701717372,34.106343797734866,24.068328729965515,16533.132491552427,19641.17909866303,[0.71675896],[1.17425015]
115,116,10790.062999999995,2846.39,3.4758956827369127,-1.7007216920098713,4.177677029642603,0.48095653533889804,5.906614576000239,1.989453302619976,34.80426032759115,24.241968395078743,16783.719854871095,20325.532557085582,[0.72523651],[1.17819644]
116,117,10574.641,2837.969,3.475812179626641,-1.6928138295817319,4.178254104663745,0.48250664989891,5.875236358254373,1.9968552682042051,34.47840285508439,24.082181313010683,16640.530908473404,20002.16485880388,[0.7195506],[1.19746137]
117,118,10074.109,2838.156,3.4746554404904417,-1.6861104874993162,4.177786450146732,0.5029299771656229,5.848003757499808,2.081665328559461,34.29711239185038,23.928005646903568,16562.632300506673,19853.836032220952,[0.7166516],[1.19270778]
118,119,10423.047,2829.843,3.4723017813139436,-1.685043785043404,4.179042925040051,0.48306139940145376,5.839462329789944,2.0004711095561,34.26680749905214,23.855050206636136,16486.172769871035,19594.67982917311,[0.71392276],[1.18937455]
119,120,10534.046,2829.625,3.4729305773503527,-1.67852483979359,4.179665301210694,0.4762789186346182,5.815332391144301,1.9729881456837943,34.11423755784426,23.81702626454468,16418.398317642,19586.53403948949,[0.71112975],[1.18638149]
120,121,10266.812000000005,2819.437,3.4696192030612285,-1.683911523094177,4.179397929492485,0.4875350891329772,5.830803061738015,2.0194240644239656,34.28936158799212,23.842153338913068,16404.63377110371,19529.310617915915,[0.71098191],[1.21601317]
